Shipment Number,Fulfillment Type,Shipment Created At,Shipment Status,Fulfiller Name,Accepted At,Product Title,EAN,Sku,Qty,MRP,Promotion Amt,Shipping Charge,Item Total,Payment Method Used,Tracking Code,Shipping Agent Code,Invoice Id,Acceptance TAT Date & Time
17544093090911736717J,RFC Shipment,2025-08-05 21:25:09 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 09:51:07 +0530,"Jivo Pomace Cooking Edible Olive Oil 5 Litre Tin | Recommendable for Roasting, Frying, Baking All type of Cuisines| Healthy Cooking Oil for Daily use (Pack of 1)",,Jivo Pomace Olive Oil 5 Litre Tin (Pack of 1),1,4999.0,2900.0,0.0,2099.0,COD,115761161817713,Delhivery,S06ENB5AKFA06858,2025-08-06 15:25:09 +0530
17544093318941960683J,RFC Shipment,2025-08-05 21:25:32 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:00:45 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,Prepaid_Payments,SF1949890593JIM,Shadowfax,S06ENB5AKFA06899,2025-08-06 15:25:32 +0530
17544095423461153979J,RFC Shipment,2025-08-05 21:29:03 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 13:18:01 +0530,Jivo Extra Light Olive Oil 2 Ltr,,Extra Light Olive Oil 2 Ltr,1,1600.0,504.0,0.0,1096.0,COD,115761161904970,Delhivery,S06ENB5AKFA06888,2025-08-06 15:29:03 +0530
17544095708831358338J,RFC Shipment,2025-08-05 21:29:31 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 14:57:41 +0530,Jivo Gold Refined Oil Blend of Rice Bran oil & Sunflower oil 5 litre,,Jivo Gold_5 Ltr,1,1049.0,199.0,0.0,850.0,COD,21194011435733,Delhivery,S06ENB5AKFA06897,2025-08-06 15:29:31 +0530
17544105190731124993J,RFC Shipment,2025-08-05 21:45:19 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:30:42 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949926095JIM,Shadowfax,S06ENB5AKFA06910,2025-08-06 15:45:19 +0530
17544107517851255693J,RFC Shipment,2025-08-05 21:49:12 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 11:35:02 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161882172,Delhivery,S06ENB5AKFA06870,2025-08-06 15:49:12 +0530
17544120366251858712J,RFC Shipment,2025-08-05 22:10:37 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:45:36 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,COD,115761161895870,Delhivery,S06ENB5AKFA06882,2025-08-06 16:10:37 +0530
17544140582161257425J,RFC Shipment,2025-08-05 22:44:18 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:46:22 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,115761161896006,Delhivery,S06ENB5AKFA06883,2025-08-06 16:44:18 +0530
17544153992241974424J,RFC Shipment,2025-08-05 23:06:39 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:37:36 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949932216JIM,Shadowfax,S06ENB5AKFA06912,2025-08-06 17:06:39 +0530
17544157144261634793J,RFC Shipment,2025-08-05 23:11:54 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:39:43 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949934326JIM,Shadowfax,S06ENB5AKFA06913,2025-08-06 17:11:54 +0530
17544161956671290097J,RFC Shipment,2025-08-05 23:19:56 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:59:10 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,Prepaid_Payments,115761161899090,Delhivery,S06ENB5AKFA06887,2025-08-06 17:19:56 +0530
17544168460241280532J,RFC Shipment,2025-08-05 23:30:47 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:56:44 +0530,"Jivo Extra Virgin Olive Oil, 1L for Dressings, Salad and Soups, Dips & Marinades.",,Extra Virgin Olive Oil 1 ltr,1,1590.0,891.0,0.0,699.0,COD,SF1949805429JIM,Shadowfax,S06ENB5AKFA06885,2025-08-06 17:30:47 +0530
17544184046761000512J,RFC Shipment,2025-08-05 23:56:45 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:28:24 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949914062JIM,Shadowfax,S06ENB5AKFA06909,2025-08-06 17:56:45 +0530
17544190917281340292J,RFC Shipment,2025-08-06 00:08:12 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:17:21 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949995445JIM,Shadowfax,S06ENB5AKFA06934,2025-08-06 18:08:12 +0530
17544194255301982243J,RFC Shipment,2025-08-06 00:13:46 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:14:48 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161948370,Delhivery,S06ENB5AKFA06932,2025-08-06 18:13:46 +0530
17544236078311725265J,RFC Shipment,2025-08-06 01:23:28 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:25:58 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,COD,SF1949999098JIM,Shadowfax,S06ENB5AKFA06940,2025-08-06 19:23:28 +0530
17544273175641275943J,RFC Shipment,2025-08-06 02:25:18 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:05:07 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161926666,Delhivery,S06ENB5AKFA06903,2025-08-06 20:25:18 +0530
17544311372741511620J,RFC Shipment,2025-08-06 03:28:57 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:27:28 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949999908JIM,Shadowfax,S06ENB5AKFA06942,2025-08-06 21:28:57 +0530
17544329766381890781J,RFC Shipment,2025-08-06 03:59:37 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:22:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161949335,Delhivery,S06ENB5AKFA06937,2025-08-06 21:59:37 +0530
17544401067451837555J,RFC Shipment,2025-08-06 05:58:27 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:24:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949998542JIM,Shadowfax,S06ENB5AKFA06939,2025-08-06 23:58:27 +0530
17544418238651603712J,RFC Shipment,2025-08-06 06:27:04 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 11:03:28 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161864086,Delhivery,S06ENB5AKFA06862,2025-08-07 00:27:04 +0530
17544461171911212522J,RFC Shipment,2025-08-06 07:38:37 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:53:31 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,COD,SF1949945662JIM,Shadowfax,S06ENB5AKFA06916,2025-08-07 01:38:37 +0530
17544481417841240978J,RFC Shipment,2025-08-06 08:12:22 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-06 11:12:22 +0530
17544494873671728042J,RFC Shipment,2025-08-06 08:34:48 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-06 11:34:48 +0530
17544506929181510430J,RFC Shipment,2025-08-06 08:54:53 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:27:32 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161949921,Delhivery,S06ENB5AKFA06943,2025-08-06 11:54:53 +0530
17544507731771842118J,RFC Shipment,2025-08-06 08:56:13 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:26:28 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161949803,Delhivery,S06ENB5AKFA06941,2025-08-06 11:56:13 +0530
17544514307781756576J,RFC Shipment,2025-08-06 09:07:11 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:52:15 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,2,1250.0,802.0,0.0,1698.0,Prepaid_Payments,SF1949944249JIM,Shadowfax,S06ENB5AKFA06915,2025-08-06 12:07:11 +0530
17544522427361395668J,RFC Shipment,2025-08-06 09:20:43 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:01:01 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161888133,Delhivery,S06ENB5AKFA06876,2025-08-06 12:20:43 +0530
17544523017831076493J,RFC Shipment,2025-08-06 09:21:42 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:03:23 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,Prepaid_Payments,115761161888741,Delhivery,S06ENB5AKFA06877,2025-08-06 12:21:42 +0530
17544529439011928976J,RFC Shipment,2025-08-06 09:32:24 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,Prepaid_Payments,,,,2025-08-06 12:32:24 +0530
17544533045261784365J,RFC Shipment,2025-08-06 09:38:25 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:02:16 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949891864JIM,Shadowfax,S06ENB5AKFA06902,2025-08-06 12:38:25 +0530
17544537782311412706J,RFC Shipment,2025-08-06 09:46:19 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:35:06 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,3,1250.0,1203.0,0.0,2547.0,Prepaid_Payments,21194011430726,Delhivery,S06ENB5AKFA06911,2025-08-06 12:46:19 +0530
17544557282421691273J,RFC Shipment,2025-08-06 10:18:48 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 11:49:45 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1949750963JIM,Shadowfax,S06ENB5AKFA06873,2025-08-06 13:18:48 +0530
17544559821781154998J,RFC Shipment,2025-08-06 10:23:04 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:57:21 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,115761161898740,Delhivery,S06ENB5AKFA06886,2025-08-06 13:23:04 +0530
17544562280831147815J,RFC Shipment,2025-08-06 10:27:09 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:10:43 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949778353JIM,Shadowfax,S06ENB5AKFA06878,2025-08-06 13:27:09 +0530
17544562398401225797J,RFC Shipment,2025-08-06 10:27:20 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 13:55:59 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,SF1949835057JIM,Shadowfax,S06ENB5AKFA06891,2025-08-06 13:27:20 +0530
17544562864091225350J,RFC Shipment,2025-08-06 10:28:21 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:12:29 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161929035,Delhivery,S06ENB5AKFA06906,2025-08-06 13:28:21 +0530
17544571088931301479J,RFC Shipment,2025-08-06 10:41:49 +0530,shipment_returned,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:11:15 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161928696,Delhivery,S06ENB5AKFA06905,2025-08-06 13:41:49 +0530
17544578093871835030J,RFC Shipment,2025-08-06 10:53:29 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:23:55 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,SF1949785717JIM,Shadowfax,S06ENB5AKFA06881,2025-08-06 13:53:29 +0530
17544580474671441260J,RFC Shipment,2025-08-06 10:57:28 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,0,1250.0,0.0,0.0,0.0,COD,,,,2025-08-06 13:57:28 +0530
17544589936201185512J,RFC Shipment,2025-08-06 11:13:14 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:00:46 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949890637JIM,Shadowfax,S06ENB5AKFA06900,2025-08-06 14:13:14 +0530
17544591449391718466J,RFC Shipment,2025-08-06 11:15:45 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:19:40 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161942420,Delhivery,S06ENB5AKFA06921,2025-08-06 14:15:45 +0530
17544591651281307858J,RFC Shipment,2025-08-06 11:16:05 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:17:52 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,21194011431253,Delhivery,S06ENB5AKFA06935,2025-08-06 14:16:05 +0530
17544591651281307858J,RFC Shipment,2025-08-06 11:16:05 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:17:52 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,21194011431253,Delhivery,S06ENB5AKFA06935,2025-08-06 14:16:05 +0530
17544593246841356219J,RFC Shipment,2025-08-06 11:18:45 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:16:00 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,2,1650.0,902.0,0.0,2398.0,COD,SF1949994796JIM,Shadowfax,S06ENB5AKFA06933,2025-08-06 14:18:45 +0530
17544595207281239197J,RFC Shipment,2025-08-06 11:22:02 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:50:02 +0530,Jivo Pomace Olive Oil 2 Ltr (Bottle),,Jivo Pomace Olive Oil 2 Ltr (Bottle),1,1449.0,550.0,0.0,899.0,Prepaid_Payments,115761161945931,Delhivery,S06ENB5AKFA06927,2025-08-06 14:22:02 +0530
17544601374601695047J,RFC Shipment,2025-08-06 11:32:18 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:17:36 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161890922,Delhivery,S06ENB5AKFA06880,2025-08-06 14:32:18 +0530
17544602034231799054J,RFC Shipment,2025-08-06 11:33:24 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:16:06 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949781683JIM,Shadowfax,S06ENB5AKFA06879,2025-08-06 14:33:24 +0530
17544602950471283911J,RFC Shipment,2025-08-06 11:34:57 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 12:55:14 +0530,Jivo Extra Light Olive Oil 2 Ltr,,Extra Light Olive Oil 2 Ltr,1,1600.0,504.0,0.0,1096.0,COD,SF1949804485JIM,Shadowfax,S06ENB5AKFA06884,2025-08-06 14:34:57 +0530
17544605519871631376J,RFC Shipment,2025-08-06 11:39:12 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 13:37:42 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,SF1949823427JIM,Shadowfax,S06ENB5AKFA06889,2025-08-06 14:39:12 +0530
17544616609641621236J,RFC Shipment,2025-08-06 11:57:41 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 14:53:53 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949884080JIM,Shadowfax,S06ENB5AKFA06895,2025-08-06 14:57:41 +0530
17544626305681104807J,RFC Shipment,2025-08-06 12:13:51 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 14:04:41 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,COD,115761161915061,Delhivery,S06ENB5AKFA06892,2025-08-06 15:13:51 +0530
17544628611411125099J,RFC Shipment,2025-08-06 12:17:41 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:16:16 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161942136,Delhivery,S06ENB5AKFA06920,2025-08-06 15:17:41 +0530
17544629448241194833J,RFC Shipment,2025-08-06 12:19:05 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 14:56:07 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,SF1949886446JIM,Shadowfax,S06ENB5AKFA06896,2025-08-06 15:19:05 +0530
17544641617891315037J,RFC Shipment,2025-08-06 12:39:22 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 14:51:26 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161922024,Delhivery,S06ENB5AKFA06894,2025-08-06 15:39:22 +0530
17544646508191250347J,RFC Shipment,2025-08-06 12:47:31 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:01:09 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,SF1949890719JIM,Shadowfax,S06ENB5AKFA06901,2025-08-06 15:47:31 +0530
17544656066761929318J,RFC Shipment,2025-08-06 13:03:28 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:29:56 +0530,JIVO Soyabean Cooking Oil 5 Ltr (Pack of 1),,Jivo Soyabean Oil 5L,1,1100.0,251.0,0.0,849.0,COD,21194011431065,Delhivery,S06ENB5AKFA06924,2025-08-06 16:03:28 +0530
17544656066761929318J,RFC Shipment,2025-08-06 13:03:28 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:29:56 +0530,"Jivo Pomace Cooking Edible Olive Oil 5 Litre Tin | Recommendable for Roasting, Frying, Baking All type of Cuisines| Healthy Cooking Oil for Daily use (Pack of 1)",,Jivo Pomace Olive Oil 5 Litre Tin (Pack of 1),1,4999.0,2900.0,0.0,2099.0,COD,21194011431065,Delhivery,S06ENB5AKFA06924,2025-08-06 16:03:28 +0530
17544661677981625977J,RFC Shipment,2025-08-06 13:12:48 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:24:18 +0530,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,1,1650.0,451.0,0.0,1199.0,Prepaid_Payments,SF1949910547JIM,Shadowfax,S06ENB5AKFA06907,2025-08-06 16:12:48 +0530
17544663844481290817J,RFC Shipment,2025-08-06 13:16:25 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:07:42 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161927650,Delhivery,S06ENB5AKFA06904,2025-08-06 16:16:25 +0530
17544666444821235254J,RFC Shipment,2025-08-06 13:20:45 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 15:27:13 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,485.9,0.0,764.1,COD,115761161933515,Delhivery,S06ENB5AKFA06908,2025-08-06 16:20:45 +0530
17544695414651530783J,RFC Shipment,2025-08-06 14:09:02 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-06 17:09:02 +0530
17544696045131577681J,RFC Shipment,2025-08-06 14:10:06 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:50:07 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,COD,SF1949983601JIM,Shadowfax,S06ENB5AKFA06928,2025-08-06 17:10:06 +0530
17544696566381487541J,RFC Shipment,2025-08-06 14:10:57 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:51:33 +0530,Jivo Cold Pressed oil Groundnut Oil - 5 Litre | Peanut Oil |Natural Cooking Oil | Chemical Free,,Groundnut oil 5L,1,2800.0,1601.0,0.0,1199.0,COD,115761161946093,Delhivery,S06ENB5AKFA06929,2025-08-06 17:10:57 +0530
17544698471091471341J,RFC Shipment,2025-08-06 14:14:07 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-06 17:14:07 +0530
17544701550691688328J,RFC Shipment,2025-08-06 14:19:15 +0530,canceled,RRL HR JHJ Luhari 3P RFC,,"Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1)",,5 Ltr Canola,0,1650.0,0.0,0.0,0.0,COD,,,,2025-08-06 17:19:15 +0530
17544734340151931183J,RFC Shipment,2025-08-06 15:13:54 +0530,pick_up_confirmed,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:36:40 +0530,"Sano Sunflower Oil 5 Ltr Pet Bottle - Pure, Nutrient-Rich Cooking Oil with High Smoke Point",,Sano_Sunflower_5L,1,1475.0,676.0,0.0,799.0,COD,115761161944181,Delhivery,S06ENB5AKFA06925,2025-08-06 18:13:54 +0530
17544735972901868063J,RFC Shipment,2025-08-06 15:16:37 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:32:21 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,COD,115761161950411,Delhivery,S06ENB5AKFA06944,2025-08-06 18:16:37 +0530
17544740845571248229J,RFC Shipment,2025-08-06 15:24:45 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 17:32:41 +0530,Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre,,Mustard Oil 5L,1,1250.0,401.0,0.0,849.0,Prepaid_Payments,115761161950466,Delhivery,S06ENB5AKFA06945,2025-08-06 18:24:45 +0530
17544743532691532086J,RFC Shipment,2025-08-06 15:29:15 +0530,delivered,RRL HR JHJ Luhari 3P RFC,2025-08-06 16:08:55 +0530,Jivo Cold Pressed Sunflower Oil  5 Ltr - Chemical free,,Sunflower 5 ltr,1,1350.0,300.0,0.0,1050.0,Prepaid_Payments,SF1949957409JIM,Shadowfax,S06ENB5AKFA06917,2025-08-06 18:29:15 +0530
